GEO UID,Name,Total,Indigenous,"Visible minority, n.i.e.",Multiple visible minorities,Japanese,Korean,West Asian,Southeast Asian,Latin American,Arab,Filipino,Black,Chinese,South Asian,Caucasian
5941019,Cariboo A ,6265,645,0,0,0,0,0,0,15,0,25,30,30,10,5510
1315012,Beresford ,6248,210,0,0,0,0,0,0,15,0,10,20,0,0,5993
4618031,Gimli ,6181,640,10,10,10,0,0,0,0,0,0,10,0,10,5491
5909009,Hope ,6181,645,10,15,60,30,0,15,40,20,65,10,85,150,5036
2407047,Amqui ,6178,110,0,0,0,10,0,0,10,0,0,0,15,0,6033
1212006,"Pictou, Subd. B ",6174,120,0,0,0,0,0,10,10,0,10,35,10,15,5964
1310028,Douglas ,6154,160,0,0,0,0,0,0,10,35,0,55,15,0,5879
5921030,Nanaimo E ,6125,245,0,0,20,0,0,0,10,0,10,35,65,35,5705
2433090,Saint-Apollinaire ,6110,65,0,0,0,0,0,0,20,0,0,10,10,10,5995
3546015,Minden Hills ,6088,135,10,0,0,0,0,10,10,0,10,15,0,25,5873
4602053,La Broquerie ,6076,920,0,0,15,0,0,15,0,0,40,0,10,0,5076
1212001,"Pictou, Subd. A ",6075,100,0,0,0,10,0,0,10,0,0,10,10,0,5935
5909032,Kent ,6067,390,15,0,20,0,10,30,65,10,30,10,60,45,5382
2463055,Saint-Calixte ,6046,125,0,0,0,0,0,15,10,0,10,20,0,0,5866
3512030,Tweed ,6044,220,0,0,0,0,0,10,10,0,10,30,0,25,5739
4812014,St. Paul County No. 19 ,6036,685,0,0,0,0,0,0,10,0,15,15,0,25,5286
5901035,East Kootenay C ,6036,460,0,10,10,0,0,0,15,0,10,40,15,10,5466
2422020,Shannon ,6031,165,15,0,10,0,0,0,35,0,10,20,10,0,5766
1001409,Bay Roberts ,6012,75,0,0,0,0,0,0,0,0,0,10,35,20,5872
2432033,Princeville ,6001,15,0,10,0,0,0,15,10,0,0,0,15,0,5936
4714051,Melfort ,5992,710,0,0,25,30,0,0,10,0,295,40,0,15,4867
4807026,Stettler ,5952,200,0,10,0,30,0,10,0,0,95,80,20,150,5357
4603041,Rhineland ,5945,90,0,0,0,0,0,0,10,0,20,20,0,0,5805
3509021,Perth ,5930,145,0,0,0,10,0,20,0,0,0,20,0,10,5725
3558011,Oliver Paipoonge ,5922,495,0,0,20,0,0,10,0,0,0,20,0,0,5377
5955021,Peace River D ,5920,715,0,0,0,0,0,10,15,0,0,0,20,0,5160
2460005,Charlemagne ,5913,85,0,0,0,0,0,10,50,105,0,150,25,0,5488
4810016,Beaver County ,5905,185,15,0,10,0,0,20,15,0,10,0,30,0,5620
2461005,Saint-Paul ,5891,90,0,0,0,0,0,10,15,0,10,65,0,0,5701
2455023,Saint-Césaire ,5877,35,0,10,10,0,0,0,35,0,0,15,25,0,5747
5907047,Okanagan-Similkameen D ,5874,340,0,10,25,10,0,0,10,0,10,0,25,35,5409
3558090,"Thunder Bay, Unorganized ",5872,610,10,0,0,0,0,0,0,0,0,15,0,0,5237
4715008,Humboldt ,5869,310,10,0,0,15,0,0,0,0,255,75,10,15,5179
1205004,"Annapolis, Subd. A ",5866,265,15,0,0,0,0,0,10,0,0,65,10,20,5481
2482030,Pontiac ,5850,535,0,10,10,0,0,0,10,20,0,10,30,0,5225
2459025,Verchères ,5835,25,0,20,0,0,0,10,40,0,10,0,15,10,5705
4812018,St. Paul ,5827,900,0,30,0,0,0,0,0,20,330,190,35,35,4287
2494240,Saint-Honoré ,5757,310,0,0,0,0,0,0,0,0,0,0,0,0,5447
2437235,Notre-Dame-du-Mont-Carmel ,5751,90,0,0,0,0,0,15,15,10,0,35,0,0,5586
3538019,Petrolia ,5742,145,10,10,0,0,0,0,20,0,10,20,10,15,5502
3557095,"Algoma, Unorganized, North Part ",5739,870,0,0,0,0,0,10,0,0,40,30,0,0,4789
3539005,Southwest Middlesex ,5723,165,0,0,0,10,0,10,0,20,0,15,0,10,5493
4810028,Vegreville ,5708,335,10,10,0,65,0,0,25,0,45,35,20,100,5063
2457025,McMasterville ,5698,95,0,0,0,0,0,10,55,0,0,55,20,0,5463
4817027,Big Lakes County ,5672,2755,10,0,0,0,0,0,0,0,10,15,0,15,2867
3509015,Tay Valley ,5665,165,0,0,0,0,0,0,10,0,10,0,0,0,5480
2430030,Lac-Mégantic ,5654,100,0,0,0,0,0,25,0,0,0,25,0,0,5504
3541004,South Bruce ,5639,45,0,0,10,0,0,0,0,0,15,0,10,0,5559
5955040,Peace River B ,5628,175,0,0,0,0,0,0,10,0,20,0,0,0,5423
2419068,Saint-Henri ,5611,50,10,10,0,0,0,15,0,0,0,40,10,0,5476
2454008,Saint-Pie ,5607,35,0,10,0,0,0,0,10,0,0,20,0,0,5532
4801018,Redcliff ,5600,255,0,0,0,20,0,15,15,0,15,10,10,0,5260
4815007,Crowsnest Pass ,5589,395,0,0,40,0,0,0,20,0,40,35,10,50,4999
4818015,Greenview No. 16 ,5583,725,10,0,0,0,0,10,0,0,10,25,0,30,4773
2446075,Lac-Brome ,5495,115,20,0,0,0,0,10,15,0,10,25,10,15,5275
2460035,L'Épiphanie ,5493,80,0,25,0,0,0,0,40,10,0,100,10,0,5228
2482005,L'Ange-Gardien ,5464,80,10,0,0,0,0,0,10,10,0,10,20,0,5324
2470012,Sainte-Martine ,5461,40,0,10,0,0,0,0,10,20,0,40,0,10,5331
5935018,Peachland ,5428,315,0,0,0,0,0,25,10,0,0,10,40,45,4983
3540063,Ashfield-Colborne-Wawanosh ,5422,35,0,0,0,20,0,10,0,0,0,0,0,0,5357
2442088,Windsor ,5419,30,0,0,0,0,0,0,0,0,0,10,15,0,5364
4812009,Bonnyville ,5417,710,0,20,0,0,0,0,30,110,255,25,0,90,4177
5951043,Smithers ,5401,555,10,0,20,15,0,20,15,15,75,60,70,25,4521
3515044,Trent Lakes ,5397,210,10,0,0,0,0,0,0,0,10,0,15,0,5152
2441038,Cookshire-Eaton ,5393,80,0,0,0,0,0,10,0,0,0,0,0,0,5303
4621045,The Pas ,5369,2460,0,0,0,0,0,25,0,0,35,55,10,110,2674
2471033,Les Coteaux ,5368,40,0,0,0,0,0,10,35,0,0,65,45,30,5143
4613037,West St. Paul ,5368,470,0,25,10,0,0,20,0,0,130,30,10,210,4463
5903004,Creston ,5351,310,0,0,0,10,0,15,10,0,35,0,10,15,4946
1102085,Cornwall ,5348,105,0,0,0,10,10,0,15,0,0,25,70,10,5103
4717052,Meadow Lake ,5344,2345,0,0,0,0,10,0,0,0,150,65,30,75,2669
3509039,Lanark Highlands ,5338,280,10,0,0,10,0,0,0,10,0,10,10,15,4993
1307009,Sackville ,5331,65,0,0,0,0,10,0,20,0,10,20,20,50,5136
1312019,Grand Falls / Grand-Sault ,5326,175,0,0,0,0,0,0,10,0,10,15,10,0,5106
4807019,Stettler County No. 6 ,5322,180,0,0,0,0,0,0,0,0,10,30,10,20,5072
3556042,Cochrane ,5321,1045,0,0,0,0,0,0,10,0,10,15,35,0,4206
1002024,Marystown ,5316,100,0,10,0,0,0,10,10,20,10,0,0,0,5156
3560034,Sioux Lookout ,5272,1960,0,0,0,0,0,0,10,40,85,30,40,0,3107
1211009,"Cumberland, Subd. C ",5268,125,0,0,0,0,0,0,0,0,10,15,0,15,5103
4806032,Didsbury ,5268,215,10,0,0,0,0,0,50,0,15,20,0,0,4958
5951051,Bulkley-Nechako A ,5256,355,10,0,10,10,0,35,10,0,0,15,0,15,4796
1005004,Deer Lake ,5249,670,0,0,0,0,0,0,0,0,15,20,15,40,4489
5901012,Fernie ,5249,300,0,0,20,15,0,0,25,0,55,0,35,25,4774
2455057,Richelieu ,5236,70,0,0,0,10,0,0,10,10,10,25,0,0,5101
1311006,Woodstock ,5228,155,0,25,0,0,0,0,0,0,60,45,15,35,4893
1207021,"Kings, Subd. D ",5219,150,0,10,0,0,0,0,0,15,0,65,10,0,4969
2471100,Hudson ,5185,20,10,20,0,0,10,15,20,0,0,25,60,15,4990
4803018,Willow Creek No. 26 ,5179,85,10,0,0,0,0,0,0,0,0,0,0,10,5074
3507024,Gananoque ,5159,205,0,0,0,20,0,0,0,30,25,15,20,0,4844
5941015,Cariboo G ,5156,385,0,0,15,50,0,0,0,0,35,0,20,10,4641
2463035,Saint-Roch-de-l'Achigan ,5147,70,0,10,0,0,0,0,25,0,15,0,0,0,5027
4612054,Brokenhead ,5122,760,10,0,0,0,0,10,0,0,10,0,0,0,4332
1303011,Burton ,5119,305,0,0,0,0,0,0,0,0,0,65,0,0,4749
5937028,Armstrong ,5114,345,0,15,55,0,15,0,0,10,20,15,30,15,4594
5937024,Spallumcheen ,5106,275,20,0,0,15,0,10,0,0,25,0,25,0,4736
4813031,Westlock ,5101,410,0,15,0,15,0,0,20,0,180,55,40,55,4311
5907005,Osoyoos ,5085,245,0,15,10,0,0,0,30,0,0,45,40,225,4475
1215011,"Inverness, Subd. A ",5076,370,0,0,0,0,0,0,0,0,0,20,10,0,4676
3556076,Hearst ,5070,355,0,10,0,0,0,0,15,0,0,10,0,10,4670
2466047,Montréal-Ouest ,5050,20,20,50,10,35,65,10,70,35,35,240,160,140,4160
5919049,Cowichan Valley C ,5019,190,0,25,15,0,0,10,20,0,15,0,75,60,4609
4602057,Ste. Anne ,5003,855,0,0,15,0,0,10,0,0,0,10,10,15,4088
4805041,Kneehill County ,5001,80,0,10,0,10,0,0,0,0,10,0,15,10,4866
3552026,Espanola ,4996,570,0,0,0,0,0,0,10,0,0,10,30,15,4361
3534042,West Elgin ,4995,165,20,0,10,0,0,0,10,0,0,55,0,15,4720
4621064,Flin Flon ,4982,1050,0,0,10,0,0,10,10,0,55,25,10,15,3797
1305015,Grand Bay-Westfield ,4964,75,0,0,0,0,0,0,0,0,15,20,10,10,4834
2466117,Sainte-Anne-de-Bellevue ,4958,90,10,20,15,40,35,0,90,45,15,75,105,190,4228
1205014,"Annapolis, Subd. C ",4947,380,0,0,0,0,0,0,0,0,0,30,10,0,4527
5919012,Duncan ,4944,635,20,10,15,0,0,15,15,0,25,55,25,60,4069
3540055,North Huron ,4932,75,0,30,0,0,0,0,15,0,0,10,0,15,4787
1215006,"Inverness, Subd. B ",4928,100,0,0,15,0,0,0,0,20,15,20,20,0,4738
5907014,Oliver ,4928,160,0,0,0,20,0,15,30,0,30,15,45,410,4203
4622058,Norway House 17 ,4927,4840,0,0,0,0,0,0,0,0,0,10,0,0,77
2449048,Saint-Germain-de-Grantham ,4917,65,0,0,0,0,0,15,25,0,0,15,0,0,4797
2478010,Val-David ,4917,75,0,0,0,0,0,0,35,10,0,20,0,0,4777
2413073,Témiscouata-sur-le-Lac ,4910,150,0,10,0,0,0,20,0,0,0,10,10,0,4710
3512020,Stirling-Rawdon ,4882,230,15,0,10,0,0,0,0,0,0,20,0,10,4597
2499814,Chisasibi ,4872,4580,0,0,0,0,0,0,0,10,10,30,0,10,232
1001370,Carbonear ,4858,115,0,0,0,0,0,0,10,0,0,0,25,15,4693
2427043,Saint-Joseph-de-Beauce ,4858,70,0,0,0,0,0,0,10,10,0,70,10,0,4688
1310031,Saint Marys ,4837,200,0,0,0,0,0,10,15,0,10,0,0,10,4592
2451085,Saint-Boniface ,4832,60,0,0,0,0,0,0,0,10,0,25,10,0,4727
5959007,Northern Rockies ,4831,970,15,0,0,10,0,60,0,0,150,40,35,30,3521
4614039,Stonewall ,4809,630,10,0,0,0,0,0,10,0,25,0,0,10,4124
1315029,Shippagan ,4800,395,0,0,0,0,0,0,0,0,0,15,0,0,4390
1315008,Bathurst ,4797,220,0,0,0,0,0,0,10,10,0,15,15,0,4527
1307016,Shediac ,4789,100,0,0,0,0,10,0,10,15,10,0,10,0,4634
2452017,Lanoraie ,4787,105,0,0,0,0,0,15,0,25,10,30,0,0,4602
1307013,Memramcook ,4778,200,0,0,0,0,0,10,25,0,0,0,0,0,4543
3512026,Centre Hastings ,4774,225,0,0,0,10,0,0,0,10,20,0,15,40,4454
4813029,Woodlands County ,4754,565,0,0,0,30,0,0,10,0,10,0,20,0,4119
1310017,Hanwell ,4750,50,0,0,0,10,0,0,10,0,10,35,45,10,4580
3548034,East Ferris ,4750,500,0,0,0,0,0,10,0,0,0,0,10,10,4220
5919043,Cowichan Valley A ,4733,185,0,0,0,10,10,25,0,0,35,35,60,15,4358
5917029,Southern Gulf Islands ,4732,115,0,0,50,10,10,0,25,0,15,10,35,0,4462
2449070,Saint-Cyrille-de-Wendover ,4723,70,0,0,0,0,0,15,0,0,0,30,0,0,4608
5917042,Metchosin ,4708,135,10,0,35,0,0,0,0,0,10,0,60,10,4448
3539060,Lucan Biddulph ,4700,65,0,0,0,15,0,0,20,0,0,20,10,15,4555
2462047,Chertsey ,4696,60,0,0,0,20,0,10,25,10,0,15,0,30,4526
1213004,Guysborough ,4670,320,0,0,0,0,0,0,0,0,0,200,0,0,4150
5917054,Juan de Fuca ,4670,195,0,0,10,10,10,10,20,0,15,60,20,20,4300
5903052,Central Kootenay H ,4667,315,15,10,50,15,0,10,0,0,30,10,15,40,4157
5903013,Central Kootenay B ,4657,305,10,0,0,0,0,20,20,0,15,0,10,25,4252
3558075,Greenstone ,4636,1460,0,0,0,0,0,0,10,0,10,0,20,20,3116
2439077,Warwick ,4635,25,0,0,0,0,0,10,0,0,0,25,10,0,4565
4602046,Niverville ,4610,520,10,15,0,0,0,0,0,20,145,60,30,10,3800
4615020,Neepawa ,4609,135,0,20,0,20,0,40,10,0,1635,25,25,0,2699
5929005,Gibsons ,4605,205,15,0,35,20,0,20,15,0,100,65,65,35,4030
4815033,Jasper ,4590,95,25,40,30,60,0,10,20,0,215,35,20,40,4000
4813019,Barrhead ,4579,300,0,30,20,0,0,0,15,10,60,50,35,40,4019
4713008,Kindersley ,4571,250,0,35,0,0,10,0,10,10,180,25,15,115,3921
4803802,Blood 148 ,4570,4515,0,0,0,0,0,0,0,0,0,0,0,10,45
4705074,Melville ,4562,265,0,0,0,35,0,0,0,0,230,30,25,10,3967
5941014,Cariboo F ,4554,495,0,35,30,0,0,10,0,0,15,20,20,10,3919
2451090,Saint-Étienne-des-Grès ,4541,55,0,0,0,0,0,10,0,0,0,0,0,0,4476
3556031,Iroquois Falls ,4537,550,0,0,0,0,0,0,0,0,15,0,10,25,3937
2455065,Saint-Mathias-sur-Richelieu ,4531,35,0,10,0,0,0,0,10,10,0,10,25,0,4431
3515030,Havelock-Belmont-Methuen ,4530,155,10,0,0,0,0,0,0,0,10,10,20,15,4310
4607060,Cornwallis ,4520,270,0,0,0,0,0,0,25,0,15,45,40,0,4125
4706029,Edenwold No. 158 ,4490,160,10,10,0,0,0,0,0,0,10,45,30,30,4195
4803001,Cardston County ,4481,130,25,0,20,10,0,0,20,0,0,10,0,0,4266
4807049,Wainwright No. 61 ,4479,105,0,0,0,0,0,0,0,25,20,30,0,15,4284
1306014,Coverdale ,4466,85,10,10,0,0,0,0,10,0,0,0,20,0,4331
2462015,Saint-Jean-de-Matha ,4450,40,0,0,0,0,0,10,0,0,0,10,0,0,4390
1205009,"Annapolis, Subd. B ",4448,105,0,10,0,0,0,0,10,0,0,20,0,20,4283
5951007,Vanderhoof ,4439,460,0,0,0,0,0,0,0,0,90,15,20,50,3804
4712079,Battleford ,4429,915,0,0,0,30,0,0,10,0,25,80,30,15,3324
3534024,Southwold ,4421,80,0,0,10,0,0,10,0,0,0,30,10,30,4251
1302037,St. Stephen ,4415,70,10,0,0,0,0,0,0,25,20,25,0,0,4265
2447025,Waterloo ,4410,60,0,10,0,0,0,10,10,0,0,0,10,0,4310
4714076,Nipawin ,4401,645,0,10,0,0,0,10,0,0,235,45,10,0,3446
5924042,Strathcona D ,4396,350,0,0,0,0,0,10,20,10,0,10,25,10,3961
2434007,Neuville ,4392,45,10,0,0,0,0,0,10,0,0,10,0,0,4317
3510035,Central Frontenac ,4373,420,0,0,0,0,0,0,0,0,0,0,0,25,3928
1214002,Antigonish ,4364,145,0,10,0,0,10,0,15,15,45,145,75,80,3824
2445115,Orford ,4337,75,0,0,0,0,0,0,15,0,0,0,10,0,4237
2479037,Rivière-Rouge ,4322,405,0,0,0,0,0,0,0,10,0,15,0,0,3892
3549003,Seguin ,4304,100,0,0,0,0,0,0,0,0,10,15,10,0,4169
3512001,Tyendinaga ,4297,450,0,0,0,0,0,0,0,0,0,10,20,0,3817
1305007,Hampton ,4289,65,0,0,0,10,0,0,0,10,0,20,0,20,4164
1201006,Shelburne ,4288,365,0,0,0,0,0,0,0,0,0,45,10,15,3853
1315015,Beresford ,4288,110,0,0,0,15,0,15,10,10,15,40,20,0,4053
1305022,Sussex ,4282,90,0,0,0,15,0,10,10,10,20,15,0,10,4102
2433045,Saint-Agapit ,4280,30,0,10,0,0,0,0,0,0,10,10,0,0,4220
5953044,Fraser-Fort George D ,4278,435,0,10,15,0,0,15,0,0,25,25,10,35,3708
1315028,Caraquet ,4248,105,0,0,0,0,0,0,0,10,10,15,10,0,4098
3507008,Prescott ,4222,170,0,10,0,0,0,0,10,0,10,10,10,0,4002
4603040,Altona ,4212,75,0,0,0,0,0,0,10,90,75,20,30,15,3897
1212009,Stellarton ,4208,130,0,0,0,0,0,0,0,0,35,70,10,50,3913
5941017,Cariboo L ,4204,315,0,0,15,0,0,0,0,0,0,0,0,10,3864
4817076,Northern Lights County ,4200,860,0,0,0,0,0,0,0,0,30,15,20,0,3275
1207024,Wolfville ,4195,155,10,0,0,25,0,25,35,35,10,25,200,0,3675
2452035,Berthierville ,4189,65,0,0,0,0,0,10,10,35,0,20,15,0,4034
1310002,New Maryland ,4174,80,0,0,0,25,0,0,0,25,10,15,80,0,3939
1211014,"Cumberland, Subd. D ",4155,80,0,0,10,0,0,0,0,25,25,30,20,20,3945
2477050,Morin-Heights ,4145,20,10,0,0,10,10,10,0,0,0,10,0,0,4075
5943023,Port Hardy ,4132,1050,0,10,15,35,0,0,15,0,50,25,35,15,2882
2421035,Château-Richer ,4126,25,0,10,10,0,0,0,15,0,0,15,0,15,4036
3547030,Madawaska Valley ,4123,215,0,0,0,0,0,0,0,0,10,30,0,30,3838
5919051,Cowichan Valley E ,4121,265,0,0,10,0,0,25,10,0,35,10,35,45,3686
2414085,La Pocatière ,4120,35,0,0,0,0,0,0,10,0,0,20,0,0,4055
3515003,Asphodel-Norwood ,4109,190,0,0,10,10,0,0,0,0,10,15,15,0,3859
3547096,Deep River ,4109,270,0,0,10,35,10,0,15,60,15,25,255,120,3294
3560042,Red Lake ,4107,885,0,0,10,0,0,10,20,0,35,35,10,20,3082
4812022,Smoky Lake County ,4107,1695,0,0,0,0,0,0,10,0,10,10,0,0,2382
4810042,Vermilion ,4084,185,10,15,0,0,10,0,0,0,160,20,10,15,3659
3522008,Amaranth ,4079,45,25,50,20,0,0,0,15,0,10,80,45,45,3744
3512076,Hastings Highlands ,4078,485,0,0,0,0,0,0,10,0,10,0,0,65,3508
4806029,Carstairs ,4077,180,0,15,20,0,0,0,0,15,10,15,10,45,3767
2406013,Carleton-sur-Mer ,4073,180,0,0,0,0,0,0,10,10,0,0,0,0,3873
1003034,Channel-Port aux Basques ,4067,160,0,0,0,0,0,0,0,20,0,15,0,10,3862
5941012,Cariboo E ,4064,490,10,10,0,0,0,0,0,0,20,35,10,0,3489
2442025,Saint-Denis-de-Brompton ,4054,55,0,0,0,0,0,15,10,0,0,0,0,0,3974
2412015,Saint-Antonin ,4049,15,0,0,0,10,0,0,0,0,0,0,0,10,4014
5905032,Grand Forks ,4049,260,0,0,15,0,0,0,10,0,40,20,10,40,3654
5939039,Columbia-Shuswap D ,4044,325,0,0,10,0,0,0,0,0,0,0,0,0,3709
5921014,Nanaimo B ,4033,150,0,0,15,15,0,10,15,0,10,20,10,0,3788
4620048,Swan River ,4014,925,0,0,0,0,10,10,0,0,35,15,25,55,2939
2446058,Sutton ,4012,40,0,0,0,0,10,0,15,10,10,10,10,10,3897
5937041,North Okanagan F ,4000,405,0,0,25,0,0,10,0,0,10,0,0,0,3550
3541069,Northern Bruce Peninsula ,3999,170,20,0,0,0,0,0,0,0,0,25,10,15,3759
5949018,Kitimat-Stikine E ,3993,860,0,0,25,0,0,10,0,0,0,0,0,20,3078
1218001,"Victoria, Subd. B ",3985,75,0,10,0,0,0,0,0,0,0,10,0,0,3890
2493012,Métabetchouan--Lac-à-la-Croix ,3985,105,0,0,0,10,0,0,0,0,0,0,20,0,3850
4805001,Vulcan County ,3984,110,0,0,10,0,0,0,15,0,10,0,10,0,3829
2463013,Saint-Jacques ,3971,10,0,0,0,0,0,0,15,0,0,35,0,0,3911
5903043,Central Kootenay F ,3963,135,0,0,10,0,0,0,15,0,0,0,35,20,3748
2461013,Crabtree ,3958,15,0,0,0,0,0,0,25,0,0,10,15,0,3893
3512046,Marmora and Lake ,3953,190,0,0,0,15,0,0,0,0,0,15,0,10,3723
2419062,Saint-Anselme ,3938,20,10,0,0,0,0,0,0,0,0,185,0,0,3723
1308001,Dundas ,3914,90,0,10,0,0,0,0,0,0,15,0,10,0,3789
2468030,Napierville ,3899,55,0,0,0,0,0,0,15,0,0,10,0,0,3819
4810058,Lamont County ,3899,215,0,0,0,0,0,0,10,0,0,30,10,0,3634
2462060,Saint-Donat ,3888,60,0,0,0,0,0,0,0,0,0,0,10,0,3818
5921036,Nanaimo H ,3884,295,0,15,10,0,10,60,0,0,15,30,10,10,3429
3512061,Bancroft ,3881,470,0,0,10,0,0,0,15,0,0,0,25,85,3276
3540046,Howick ,3873,65,0,0,0,10,0,0,0,0,0,10,0,0,3788
5937021,North Okanagan C ,3870,135,0,0,10,0,0,0,10,0,0,10,10,0,3695
3534030,Dutton/Dunwich ,3866,70,0,10,0,0,0,0,15,0,0,20,0,45,3706
3549066,Callander ,3863,290,0,10,0,0,10,0,0,0,0,10,40,0,3503
2461040,Saint-Ambroise-de-Kildare ,3856,30,0,0,0,0,0,15,10,0,0,0,20,10,3771
2483065,Maniwaki ,3853,890,0,0,0,0,0,0,10,0,0,10,0,0,2943
4608046,North Norfolk ,3853,180,0,0,0,0,0,0,0,0,0,15,15,0,3643
2466007,Montréal-Est ,3850,55,10,25,0,0,0,15,100,105,0,310,0,0,3230
4802001,Warner County No. 5 ,3847,25,0,0,15,0,0,15,0,0,0,0,10,0,3782
1301004,Simonds ,3843,90,0,0,0,0,0,0,0,0,0,40,0,0,3713
5941021,Cariboo B ,3842,460,0,0,20,0,0,0,0,0,50,0,15,10,3287
2417078,L'Islet ,3827,20,0,0,0,0,0,0,0,0,0,0,0,0,3807
2440047,Danville ,3826,55,0,0,0,0,0,10,0,10,10,10,0,0,3731
2472032,Oka ,3824,305,0,10,0,0,0,0,10,0,0,10,10,0,3479
5935012,Central Okanagan ,3824,180,15,0,0,0,0,0,15,0,10,0,30,95,3479
2466112,Baie-D'Urfé ,3823,35,10,10,10,0,40,10,60,50,20,40,135,50,3353
2428053,Lac-Etchemin ,3822,10,0,0,0,0,0,10,0,35,0,10,25,0,3732
3531013,Perth South ,3810,55,10,10,0,10,0,20,15,0,0,0,10,0,3680
2447047,Roxton Pond ,3809,35,0,0,0,0,0,0,15,0,0,0,20,0,3739
1216006,"Richmond, Subd. A ",3796,465,0,0,0,10,0,0,0,0,10,10,0,0,3301
5901006,Sparwood ,3784,275,0,10,15,0,0,0,15,10,45,80,10,80,3244
2494255,Saint-Ambroise ,3781,165,0,0,0,0,0,10,10,0,0,0,0,10,3586
4803022,Claresholm ,3780,170,0,10,10,0,0,0,10,0,85,10,15,20,3450
5903041,Central Kootenay E ,3772,190,0,0,45,0,0,10,10,0,0,20,10,10,3477
3509001,Montague ,3761,175,0,10,0,0,0,0,0,0,0,25,15,0,3536
5926014,Cumberland ,3753,185,0,0,20,0,10,0,10,0,35,10,15,0,3468
2421025,Beaupré ,3752,20,0,0,0,0,0,0,15,0,0,20,0,0,3697
2480027,Saint-André-Avellin ,3749,90,0,0,10,0,0,0,10,0,0,10,10,0,3619
4807031,Flagstaff County ,3738,75,0,0,0,0,0,10,0,0,10,0,0,0,3643
5905023,Rossland ,3729,115,0,0,10,30,0,40,0,0,35,20,40,15,3424
5953033,Mackenzie ,3714,440,0,10,0,0,0,0,0,0,30,10,0,65,3159
4815802,"Stoney 142, 143, 144 ",3713,3675,0,0,0,0,0,0,0,0,0,10,0,0,28
4802008,Raymond ,3708,270,25,10,70,0,0,0,0,0,25,20,10,0,3278
5939007,Golden ,3708,360,10,0,10,30,0,0,10,0,45,0,95,120,3028
2405070,New Richmond ,3706,320,0,0,0,0,0,0,0,0,0,0,10,0,3376
2421040,L'Ange-Gardien ,3695,40,10,0,0,0,0,0,0,0,0,15,0,0,3630
3538043,Warwick ,3692,95,0,0,0,0,0,0,10,0,10,15,0,0,3562
5915062,Bowen Island ,3680,65,15,20,35,30,0,0,20,0,25,20,25,55,3370
3547035,Bonnechere Valley ,3674,295,0,0,0,0,0,0,0,0,0,0,20,0,3359
2435027,Saint-Tite ,3673,50,0,0,0,0,0,0,0,0,0,10,0,0,3613
5933044,Thompson-Nicola P ,3672,255,0,0,20,0,0,15,0,10,20,0,10,0,3342
5951019,Bulkley-Nechako F ,3665,260,0,10,0,10,0,10,20,0,35,0,15,10,3295
5929026,Sunshine Coast E ,3664,270,0,15,55,10,0,10,30,10,35,15,30,15,3169
2441060,East Angus ,3659,40,0,0,0,0,15,10,0,30,0,0,0,0,3564
1208002,Windsor ,3648,65,0,0,0,0,0,0,0,0,0,115,10,10,3448
4803014,Pincher Creek ,3642,320,0,10,15,0,0,0,0,0,55,10,10,20,3202
1309036,Alnwick ,3640,150,0,10,0,0,0,0,0,0,10,10,0,0,3460
1212008,Westville ,3628,140,0,0,0,0,0,15,0,0,0,10,0,15,3448
1005012,Pasadena ,3620,530,0,0,0,0,0,0,0,10,0,10,0,0,3070
2477035,Sainte-Anne-des-Lacs ,3611,45,0,0,0,0,0,10,0,10,10,10,10,0,3516
5921008,Lantzville ,3605,155,0,20,20,0,0,35,15,10,0,30,25,90,3205
2469037,Ormstown ,3595,45,0,0,0,0,0,15,10,0,15,20,20,15,3455
2428020,Saint-Prosper ,3590,50,0,0,0,0,0,0,0,0,0,10,0,0,3530
4803004,Cardston ,3585,400,25,10,0,0,0,0,10,0,45,0,25,10,3060
4801008,Forty Mile County No. 8 ,3581,25,0,0,15,0,0,0,0,0,15,0,0,0,3526
4602032,De Salaberry ,3580,835,0,0,0,30,0,10,0,0,0,15,0,20,2670
4611042,Headingley ,3579,185,0,0,15,0,0,0,10,0,0,10,20,0,3339
4818005,Grande Cache ,3571,430,10,0,10,10,0,0,0,10,35,20,0,50,2996
1314013,Atholville ,3570,190,0,0,0,0,0,0,0,10,0,0,0,0,3370
4715064,Prince Albert No. 461 ,3562,715,0,0,0,0,0,0,0,0,0,0,0,10,2837
5907028,Okanagan-Similkameen C ,3557,170,20,0,0,0,0,0,20,0,0,0,10,560,2777
3502044,Casselman ,3548,95,0,0,0,0,0,10,0,0,15,45,10,0,3373
6105016,Hay River ,3528,1635,0,10,0,10,0,20,0,10,110,45,40,15,1633
5953042,Fraser-Fort George C ,3527,245,0,0,20,0,0,10,0,10,40,20,0,0,3182
2499804,Mistissini ,3523,3365,0,0,0,0,0,0,0,0,0,10,0,0,148
1305031,Studholm ,3522,35,0,0,0,0,0,0,0,0,0,10,0,0,3477
2477065,Saint-Adolphe-d'Howard ,3509,50,0,0,0,0,0,0,15,10,0,10,0,0,3424
2478047,Saint-Faustin--Lac-Carré ,3499,35,10,0,0,0,0,0,0,15,0,25,10,0,3404
1001240,Placentia ,3496,55,0,0,0,0,0,0,0,30,10,0,15,20,3366
3540050,Morris-Turnberry ,3496,35,0,0,0,10,0,0,0,0,10,0,0,0,3441
4805802,Siksika 146 ,3479,3445,0,0,0,0,0,0,0,0,0,0,0,0,34
